camis,yelp_id,yelp_rating,yelp_reviews,yelp_price,yelp_category,high_rating
41136967,7uJBW357VM1x57vBbILrgQ,3.8,128.0,2.0,bars,0
41137141,wGcBnWVSl1hW9nDWA-0Dzg,2.5,155.0,1.0,"mexican,hotdogs",0
41137336,X8ZS-dgiMIJvhwf9SaDnjw,4.4,2418.0,1.0,"hotdogs,cantonese",1
41137340,n-h-MBr0L1S4iilrOXETLg,4.0,406.0,2.0,"bars,tradamerican,breakfast_brunch",1
41137586,tJwhBFh3BdLbxGJZTID2AA,5.0,1.0,0.0,nonprofit,1
41138136,J6V8m1BuqXub2uZvoRX8pQ,4.6,34.0,1.0,"tradamerican,breakfast_brunch",1
41138257,vufomIvhvDAi0C-rXMkAhQ,3.2,54.0,1.0,"bakeries,caribbean",0
41138581,0N-FjFd15FuD4eTGhSUCFQ,3.4,62.0,1.0,"bagels,delis",0
41138977,sBL7J7s4Rnul40-MB0hXbA,4.0,154.0,3.0,"newamerican,french",1
41138983,wr4yApe97nqETNqJJMrHsg,4.1,190.0,4.0,hotels,1
41138984,wr4yApe97nqETNqJJMrHsg,4.1,190.0,4.0,hotels,1
41139007,_hrgvhXagKTBOBV-ahsiAw,3.1,74.0,2.0,"steak,seafood,colombian",0
41139066,Fijpg34Lr2TIMCbPVJNpog,3.8,105.0,2.0,"halal,sandwiches",0
41139219,BIjqonwpbOqn-YRxFqcNPg,3.6,470.0,2.0,"korean,bbq,cocktailbars",0
41139411,sMj3a3TkUFt7uOPOWFGjzA,4.0,10.0,0.0,localflavor,1
41139432,kawmpvfSzhDAy9pk8n3MxQ,4.2,206.0,2.0,"mexican,breakfast_brunch,latin",1
41139608,c8DexrliiJhUkFf0jCAauw,3.2,27.0,1.0,cafes,0
41139783,nZhpUWlVygHyIxvLCf_TvQ,4.3,542.0,2.0,"coffee,bakeries,chocolate",1
41140140,ZwkEuvYOxBXPnAyJ7Jvg7Q,5.0,6.0,0.0,"japanese,asianfusion",1
41140612,cVnvLmiLEqBxn_K5FHkwpQ,3.2,183.0,2.0,coffee,0
41140991,o7ebhiCJTSsp43ynRDB1qA,3.3,508.0,4.0,italian,0
41142173,zMHbkyLR1eKgMhP730GhuA,3.0,72.0,1.0,latin,0
41142196,Zr4LCyGTU998s6lSL_D-8Q,4.0,95.0,2.0,"modern_european,mediterranean",1
41142210,1SaKutXcH38X0KvayyDHUA,3.7,1583.0,3.0,"greek,mediterranean,mideastern",0
41142394,oxPKj_3mUR7Ijy9m8lVtgQ,3.6,72.0,1.0,"delis,salad,coffee",0
41142962,chLhbhg91BAxxxYUdcHmFA,2.4,168.0,2.0,coffee,0
41143170,ZYAib8DTmkS3yaLx7zYkoQ,4.3,74.0,1.0,"pizza,italian",1
41143410,Y7cKrhINvxMtYGh5I_V60g,4.1,1124.0,2.0,"sandwiches,bars,tradamerican",1
41144145,ANelFPxnfdT-7TIg_dAk5w,3.7,378.0,2.0,"lounges,tradamerican,latin",0
41144476,jlOOjKapT6BcglGFx63Uvw,1.5,17.0,1.0,"hotdogs,burgers",0
41145134,BwbYpXk1FPPCywXErgiVpg,2.8,6.0,2.0,"donuts,coffee,bagels",0
41145163,rufs9T2rWkejPNdWhd1gNA,3.5,594.0,2.0,vietnamese,0
41145557,T-oHllUXvyGBvhn3id5Vwg,4.6,165.0,1.0,srilankan,1
41145879,eg74ST4QzoTfo5WF_EiKQQ,3.3,120.0,0.0,"venues,catering,wedding_planning",0
41145911,PUwrkoUztUYs4VdHlK9qBg,3.1,100.0,1.0,chinese,0
41146006,VNq5Ps_fGX49R5bDfrYpvQ,2.8,55.0,2.0,coffee,0
41146015,7g-PnhxdfKoQPoe8JtqJNQ,2.3,84.0,2.0,coffee,0
41147318,9vk2axKIQRAHhCGQxkh4SA,4.4,13.0,3.0,pubs,1
41147597,knGthxUt9OEdzDjM0oN5fw,3.6,418.0,2.0,cuban,0
41147913,QX0kIFWuxXrAQNqt7p3_vA,1.0,8.0,1.0,"sandwiches,hotdogs",0
41148214,B-MDhRKRTmTqj4Vp_p8AGw,3.1,795.0,2.0,"tradamerican,burgers,cocktailbars",0
41148766,a0AvIH1UnFmqAXhZDEQtrw,4.1,398.0,4.0,"newamerican,french",1
41148810,y7Mut2uvQ_5-3w-TYc3yyw,3.4,45.0,1.0,spanish,0
41149143,69X4XVef3NRV_LlIvEuXug,2.7,3.0,2.0,"mexican,bars",0
41149243,q1jkqbh7A8ZZ6Eiukf1GIA,0.0,0.0,0.0,restaurants,0
41149249,VfkRZSHloLeoHkYL9EmIbw,3.7,241.0,1.0,diners,0
41149373,g2CYjcMyTNmDF4PMbR0KQg,0.0,0.0,0.0,"chinese,japanese",0
41149565,KDr72efaFAcQXccdA4yoaw,3.8,30.0,1.0,"caribbean,indpak",0
41149653,KDpFAWkLofuabBSpnNJY5A,3.9,214.0,2.0,mexican,0
41150133,fLcMjI77FdlEkFEVsy5_HA,3.1,12.0,2.0,"bookstores,cafes",0
41150371,1vkYZbdwMpqteI8x_sS68g,4.0,203.0,1.0,"mexican,delis,sandwiches",1
41150437,PPMEkpZyhDfd0FSlJPugJg,2.6,33.0,1.0,"coffee,donuts",0
41150646,SlvNfQsiS1EqfAKUWb-l5w,3.7,6.0,0.0,"sandwiches,latin",0
41151163,_RwP1rTVm3WXy8WVU5t38g,3.0,534.0,2.0,"diners,tradamerican,breakfast_brunch",0
41151839,fz4mDEZu7JQeV4cg0nRymw,4.0,38.0,1.0,pizza,1
41151907,neHrnNsYPpRZqdXiemV-sg,3.5,1011.0,2.0,"lounges,speakeasies",0
41151982,CygcAgexrpJGY8iWp7QqnA,3.9,214.0,3.0,"italian,cafes",0
41151989,oMZk-gWpT44HSAmYaEMWkg,3.8,53.0,1.0,"breakfast_brunch,burgers",0
41152741,6jhuT09-nxF_tPZonXnYHA,3.0,355.0,2.0,"tradamerican,burgers,pizza",0
41153001,7PNQj3JMwP8GI8LJ0O1Hgw,4.1,19.0,2.0,hookah_bars,1
41153530,3ZURBTTitEfbyqoNQuutIw,2.9,76.0,1.0,chinese,0
41153872,08r2HipnMw0AovLfXed82Q,3.5,433.0,2.0,"diners,breakfast_brunch",0
41153944,6mCqJUpV16kkmeZ1-mLXBg,3.6,163.0,2.0,mexican,0
41154087,HbRpu_sO3ouX0a9CiRTXEA,4.3,509.0,4.0,"steak,greek",1
41154226,b6YD58RpcQ4apXxtBsidtw,4.2,34.0,0.0,"burgers,beerbar",1
41154306,5n2o3ekrev7zDvsbqz_V9w,5.0,5.0,0.0,"pizza,cakeshop",1
41154370,QHIOjlUcFlb_n26s_UGFnQ,2.9,250.0,2.0,"chinese,caribbean",0
41154379,XSwagBljEsxG2i1rq4GEAQ,4.1,431.0,2.0,bakeries,1
41154403,noujMiOizbAWyDw8LbiM8Q,3.8,693.0,2.0,"pubs,theater,bocceball",0
41154571,YCYGtlQ1WmWcpDYYSJKeNQ,2.6,9.0,1.0,"coffee,donuts",0
41155141,vCsWd2dbDvg79sB4DV6BTA,4.8,27.0,1.0,bakeries,1
41155285,jtFkc3mJBCtjUzR8sS6E3Q,3.5,160.0,2.0,"wine_bars,dominican,breakfast_brunch",0
41155290,0mUqijlzmRllplcM57sQeg,2.3,179.0,2.0,"mexican,hotdogs",0
41156149,7gele3cnOrVDeMjvr9xPdA,4.1,11.0,0.0,bakeries,1
41156192,SBy46BviyBKowPjbTjDsHQ,3.6,533.0,2.0,thai,0
41156219,WRoQyQzIPK9-GPxgZPFagg,3.5,249.0,2.0,"bakeries,desserts",0
41156430,NDhASdWfr5vevVqrkM-eqw,2.6,125.0,2.0,hotels,0
41156678,YKoQUUrUdE_XHw-ikAkumQ,3.8,416.0,2.0,"bars,tradamerican",0
41156745,NoKrcCTeoLOlN4_-UMrjGA,3.6,103.0,2.0,sportsbars,0
41158108,1tf1ChGfkVXLXo_GjgkX6Q,4.0,61.0,1.0,delis,1
41158746,8B114TOS43nWQhPAP1gUSQ,4.2,311.0,1.0,pizza,1
41158806,ym21beAL2bMKOrt9QiYY8g,3.7,194.0,3.0,sushi,0
41158964,ZLZswviJ0CSX5ZeQFSO2sQ,3.9,411.0,1.0,vietnamese,0
41158998,ta1hTNkRVnbAextz3E2bog,4.4,7.0,1.0,pizza,1
41159246,psGomKWt-bl38cLnJFQI2w,3.6,104.0,2.0,"pubs,divebars,irish_pubs",0
41159730,wUm2Xmr1fJnchNOmZso4Yg,2.8,186.0,2.0,"pubs,irish",0
41159801,nI1UYDCYUTt23TpGxqnLKg,4.1,4910.0,4.0,"chinese,bars,asianfusion",1
41160010,,,,,,0
41160076,iQB37FNqD_G5_QMrp9ovnw,4.2,544.0,2.0,"french,wine_bars",1
41160209,lg7SBYr1VoYvlKkBcW5q0w,2.1,29.0,1.0,"pizza,chicken_wings,hotdogs",0
41160885,Lp8vAE5nHSt5zbu-lSGK8A,3.9,435.0,2.0,"chinese,seafood,noodles",0
41161346,L-xJ4MIzPRfvL3LgLEWTOA,3.4,96.0,1.0,"delis,sushi,sandwiches",0
41161770,bG68AUaOLsxqWKZ1iN-Ikg,3.6,41.0,1.0,"coffee,latin",0
41163019,E49pwSihwjNXJMWh6Cqq_A,3.6,255.0,2.0,"divebars,lounges,tradamerican",0
41163307,5IR02V3Bbkcbs14yfKNDTQ,3.7,144.0,1.0,mexican,0
41163361,rrS9TQI7EFooO8mIcbQxDA,4.2,51.0,1.0,"pizza,italian",1
41163474,lnTPfdaqDqWjywWewsE2Lw,4.0,1293.0,2.0,"wine_bars,mediterranean,breakfast_brunch",1
41163622,F1U5vi1MJJtSFj6fVr09Ag,2.1,48.0,1.0,"hotdogs,chicken_wings",0
41164203,5hy6xWtw5Z9AYdCxCocZgw,2.3,18.0,2.0,restaurants,0
41164361,uHk74qeGAgkMGSqkwAOfYQ,3.8,11.0,1.0,"italian,pizza",0
41164472,xNSq3csQWZoHuBOnAnhvlA,0.0,0.0,0.0,restaurants,0
41164644,wRVSvTxBp62m0UEqRUUUJQ,3.8,656.0,3.0,"pizza,italian,tradamerican",0
41164650,ZgIfySJ3cnB1svoyJAiCzg,4.3,781.0,3.0,"argentine,steak",1
41164822,9ZLb43mkz3Td39nfS8ow4Q,3.8,529.0,2.0,"karaoke,musicvenues",0
41164840,8Yv1jmEmwaB5-rsIVIXAig,3.5,234.0,1.0,pizza,0
41165980,dXK2R-3ECPqXVgjvGlV8Cw,4.4,598.0,3.0,coffee,1
41166072,iTUrhvdmlxQXQxl3JChcgw,3.1,7.0,0.0,tapas,0
41166368,KTDx1gFEstbIWgCucQaoDw,4.8,6.0,1.0,musicvenues,1
41166704,oVQE8zTqRth4Plf_UvyGsw,3.4,95.0,0.0,"catering,venues",0
41166868,HZMgIGsAAHvtli5ANbMINw,3.9,209.0,2.0,"tapas,spanish,portuguese",0
41166881,DYinFQ5B2I-2AfhIRmD87w,3.9,83.0,1.0,"bakeries,customcakes",0
41166903,USQxn9Arz6tl-4AqtqpCkg,3.6,210.0,1.0,"greek,mediterranean,soup",0
41167352,8UfCelA4NNSR3WRGyvroEA,4.1,82.0,2.0,"desserts,bakeries",1
41167732,4oQlzjTob2H1IpQbciitIw,3.7,3.0,0.0,african,0
41167764,QE9b5J7l8AlBnd3YiMpMJQ,3.2,51.0,1.0,"donuts,coffee",0
41168098,6cypP1EYOC36cOAI3cq9AQ,3.2,265.0,2.0,"mediterranean,desserts,cocktailbars",0
41168101,gSkXBI7jqtpSoprZojrEFg,3.4,141.0,2.0,"kosher,coffee,sushi",0
41168107,Zw-ck8HRCPQgajRePQTSXw,3.9,558.0,2.0,comedyclubs,0
41168644,F1T2WFjUUC0PlRYRuE4ZSw,3.6,336.0,2.0,"cafes,lounges,breakfast_brunch",0
41168748,L4MWuLMG2PnBnWJQBmM28g,3.4,7.0,1.0,"donuts,coffee",0
41168754,mQX9JxLMlhVxaUMP9ADUHw,3.7,867.0,3.0,"greek,mediterranean,seafood",0
41168758,PU_COgtk6MNhGHeHr5-4ig,2.8,52.0,2.0,newamerican,0
41168952,rPXlTqHLYKcXyADOeqzwbg,2.7,77.0,2.0,coffee,0
41169052,ueUXI1l4VfMLuoIEwyxZ6A,2.7,1077.0,2.0,"tradamerican,arcades,sportsbars",0
41169084,p6Xo2vQlKv-w3X1r42CkVQ,3.3,755.0,2.0,"coffee,cafes,breakfast_brunch",0
41169421,KVIrh312XIXkDqsrhpIDCw,4.0,3.0,1.0,restaurants,1
41169478,DS1gBtFIy97L_U4uGCjwRQ,5.0,1.0,0.0,cafes,1
41169770,-cDsPmRrMcX4Mu1RueMqPw,1.9,14.0,1.0,"coffee,donuts",0
41169998,jWunQ-f8CzRGwQVPhu0OdA,4.0,21.0,0.0,"caribbean,italian,pizza",1
41170072,,,,,,0
41171181,bvba7OYmEvcO8kOEez35gw,3.6,520.0,1.0,"tradamerican,divebars",0
41171220,86erQSxqPoyn-Smd3m-NOA,0.0,0.0,0.0,collegeuniv,0
41171542,LdorcqOpgoGbERdQ4acn-A,2.6,30.0,1.0,bakeries,0
41171815,sxuS67R9QOhgETxC8D2X5A,3.8,97.0,1.0,"icecream,coffee,candy",0
41171890,S9sc-6uSsplyU073_4waTQ,3.9,715.0,2.0,"italian,bakeries",0
41172425,k36g20Xr_xOTz_Ap2oG3Zg,3.2,90.0,1.0,"spanish,bars,latin",0
41172507,aHzzAmjZBUXJ3EHxFdRKOQ,3.7,525.0,1.0,"sandwiches,pizza,cafes",0
41172527,AeS6NriteWowNG5helGYyQ,0.0,0.0,0.0,"egyptian,seafood",0
41172564,sQ7ENDHnfF9dIHhYrI8oHw,4.2,681.0,3.0,"latin,caribbean,breakfast_brunch",1
41172734,U5hCNNyJmb7f3dmC1HTzSQ,4.0,6850.0,2.0,"bakeries,breakfast_brunch,burgers",1
41172740,Uplh1HiI1wOc6p8DR7O3QA,4.4,424.0,0.0,"libraries,artmuseums",1
41172924,UeMB10LFwdNrNbMXR2kk2A,3.5,98.0,1.0,"diners,sandwiches,waffles",0
41173179,PGr_Fx5_HhwzAgBOJ2URUw,3.8,147.0,1.0,"pizza,italian",0
41173219,lAuKGmO8paT8PjqGl2BNgQ,3.8,109.0,2.0,"korean,pizza,chicken_wings",0
41173497,OaLbgr9ardChJ90u16Ik9g,3.8,580.0,2.0,"hookah_bars,mideastern,mediterranean",0
41174075,rA1lLU5n84bCWLVBo3daDA,4.4,118.0,1.0,polish,1
41174270,UtPr6FgXvpglUTtmGsCmwA,2.0,5.0,1.0,"coffee,donuts",0
41174286,Alzu4WsPmNes1O3E0xWT8w,2.7,25.0,1.0,"donuts,coffee",0
41174287,BQZePUqDprSQKPfvbEuEIQ,1.4,83.0,1.0,"donuts,coffee",0
41174549,IQ-sMZFbBAMrNQWEQYX84A,3.5,11.0,2.0,"bakeries,colombian",0
41174643,EOg_ZswBKWpCR66g-XKV7w,2.9,18.0,2.0,dominican,0
41175258,BwbYpXk1FPPCywXErgiVpg,2.8,6.0,2.0,"donuts,coffee,bagels",0
41175260,BwbYpXk1FPPCywXErgiVpg,2.8,6.0,2.0,"donuts,coffee,bagels",0
41175261,57IC0UC72Mn3zsH5HUcOjw,3.1,114.0,1.0,"donuts,coffee",0
41175262,BwbYpXk1FPPCywXErgiVpg,2.8,6.0,2.0,"donuts,coffee,bagels",0
41175648,c1kKAH9XMPNeaBhvnIP0FQ,3.9,472.0,2.0,"bars,newamerican,irish",0
41175816,57IC0UC72Mn3zsH5HUcOjw,3.1,114.0,1.0,"donuts,coffee",0
41175823,57IC0UC72Mn3zsH5HUcOjw,3.1,114.0,1.0,"donuts,coffee",0
41175984,ssSraGt4EEwLaYAw1LKjrQ,4.1,16.0,2.0,pizza,1
41176037,XVbFdJaSEECQdU0nDyUOug,4.0,474.0,2.0,"bars,breakfast_brunch",1
41176118,J38XGzriEkMsDfCMt6et_g,4.0,1477.0,2.0,"pizza,italian,sandwiches",1
41176172,hVqZ4vihjL1gFTD-KdX-Tw,3.7,458.0,2.0,"italian,wine_bars,mediterranean",0
41176558,Uzf-Y_Us3QG-Nskzv0Ebbw,5.0,1.0,0.0,"hotdog,burgers,hotdogs",1
41176692,lRZf-uMWO0J9XWydMwtAxw,2.9,9.0,1.0,mexican,0
41177892,G-QVCv1Lsz-15ZcjI7J2WA,3.1,13.0,2.0,"pizza,kosher",0
41178124,kpd0fbuscKhbebjK0jBNjQ,3.3,3.0,0.0,"cafes,breakfast_brunch",0
41178236,aLzdtNCGQyc_VJxG50Z7gw,3.2,100.0,1.0,bakeries,0
41178691,mn6JM5lHuSSsG9KSXck3ww,3.2,851.0,2.0,"pubs,irish,sandwiches",0
41178943,DV1oGQXPKqVOli_ejx-i9w,3.1,19.0,2.0,chinese,0
41179165,z8D6Dve9y-MU3eUAJEhnSg,0.0,0.0,0.0,delis,0
41179282,XD4znEkw5ZpwnbCXz4yxFw,2.1,23.0,1.0,"sandwiches,hotdogs",0
41180080,hFZ5qw8gvWiBUbmbahSalg,3.8,672.0,4.0,steak,0
41180122,CLD0Bh-Z_7oGDQOcYdPGLg,3.7,152.0,2.0,"lebanese,mediterranean",0
41180283,7g-PnhxdfKoQPoe8JtqJNQ,2.3,84.0,2.0,coffee,0
41180292,lqBzeLP1QVC7CyxnfwxszQ,3.3,75.0,1.0,coffee,0
41180510,6XX2Ytf8nYqh8dRhz9Kk_g,4.1,271.0,1.0,bagels,1
41180600,uO_-SP8xeBVRbwi4IEQq9Q,3.9,12.0,1.0,"chicken_wings,seafood,pizza",0
41181385,,,,,,0
41181395,6n4OP4KiQRll8lwI6IpGhg,2.9,14.0,1.0,"donuts,coffee",0
41182162,rRPuX18uiYLEUGdJ9xQBEQ,3.8,544.0,1.0,tikibars,0
41182288,3cjfZbrhm2-yONHKjRIm9Q,1.9,72.0,1.0,"hotdogs,burgers,coffee",0
41182363,shNvyN8R_lJbX8RR81KVxw,4.0,1.0,0.0,chinese,1
41182565,R-veKwjPp2W2heOa2JUBOQ,3.3,12.0,1.0,"donuts,coffee",0
41182682,ihfAhKbsFxUnza0qVyMV6g,2.6,41.0,1.0,japanese,0
41182721,sxlq1Z8Lf5bLzOhZWjJbWw,3.0,1.0,0.0,"bars,bbq",0
41182732,RMd1MhX0YDKrwowQFJJfqA,3.7,27.0,1.0,"bars,spanish",0
41182904,Eiew9axGqhjqfDzEZiGQ4Q,2.5,33.0,1.0,"coffee,bakeries,mexican",0
41183237,RmGcr20Ma1i3TgY_cGtoyw,4.8,43.0,0.0,"latin,cocktailbars,tapasmallplates",1
41183771,j3w2z1LxgT4ct6Q_HOQTOg,0.0,0.0,0.0,legalservices,0
41184464,vieBJCxpsKQauyTdkYQm5A,3.1,256.0,0.0,movietheaters,0
41184659,lAsxDyhqz_-rncQYwE9JAg,2.9,526.0,2.0,dominican,0
41185133,ERrq7d0yMkBtCZF29kQKyA,5.0,3.0,0.0,desserts,1
41185214,fJXCMGOhaS6rKGjoGldSSQ,4.0,255.0,1.0,mexican,1
41185348,PMp7WlHIXQUnej-Ds1jRfw,4.1,960.0,2.0,"tradamerican,pubs",1
41185792,PGeL1b4xNJggpZsHEGoxjg,2.9,485.0,4.0,chinese,0
41185899,KaBw8UEm8uZTV6YLsshYrQ,3.5,1814.0,3.0,"bars,korean,gastropubs",0
41185928,eOGMqI7T2hPN4CzFdyzmSg,3.0,397.0,2.0,"pizza,newamerican,salad",0
41185983,,,,,,0
41186118,YbBRqLToyPUlxazqKUNIEA,2.8,136.0,2.0,"icecream,customcakes,cupcakes",0
41186217,q1uIqB8PvyCCX8TajaRYBg,4.2,1549.0,3.0,"breakfast_brunch,mediterranean,tradamerican",1
41186285,32yiaPVXSlYquRxI6_jnAg,3.9,263.0,1.0,"coffee,bakeries,sandwiches",0
41187642,ejV2lkcTc2Td-0g7IK9zEQ,4.4,23.0,1.0,pizza,1
41188374,K_0tNvQd7gyabfJrodf-tw,4.4,254.0,2.0,"newamerican,cocktailbars,breakfast_brunch",1
41188476,ojeMH0rbOOMx9ajChbVkJQ,3.5,525.0,2.0,"mexican,bars",0
41188824,vbvtWBbO3Q-Q15w7aHxgVg,3.7,5295.0,2.0,"desserts,tradamerican,breakfast_brunch",0
41189162,,,,,,0
41189470,zGuO10vKVJz0XwmLOl4YdQ,3.0,84.0,2.0,"latin,lounges",0
41189761,GqO2I5acetVHwBszFeHabw,4.1,98.0,0.0,"juicebars,breakfast_brunch,bagels",1
41189848,D8qF5exHyRAwb1DqAbPkaQ,3.5,105.0,1.0,pizza,0
41190258,tT6teP3ZfCAfvdPdDoqG4A,4.2,829.0,2.0,"sushi,japanese",1
41191334,oOr6Ta5gZyDl6PyZ1cq7pg,4.1,649.0,1.0,pizza,1
41191438,G4qLYOKIH2qSqv6dgP1_-w,3.9,1156.0,2.0,"breakfast_brunch,comfortfood,caribbean",0
41191561,AZXVhEWU2FAqI40b0ZvzfQ,3.4,61.0,1.0,"desserts,pakistani,indpak",0
41191856,mbkBCEx8mgw9Qroo7xywPg,4.1,1006.0,2.0,"danceclubs,cocktailbars,divebars",1
41192316,m10QaItxSHbJa1XjQFOOJA,3.0,42.0,2.0,"danceclubs,cafes",0
41192474,5xD9KMFK48rMRP2lQZCNxA,3.5,271.0,1.0,"bagels,breakfast_brunch,delis",0
41193019,mmO9muETmuX4Noyitqw8xQ,4.3,247.0,2.0,"catering,fooddeliveryservices,pizza",1
41193094,HbYWzKMKtvijqLzszVwIAw,3.6,112.0,1.0,hotdog,0
41193113,yOW3kGkOUHvWhh2vRn8sfQ,3.2,62.0,2.0,japanese,0
41193517,FdpEdKi4YbTu4t7B0tufIQ,3.7,39.0,1.0,"catering,indpak",0
41194024,TxHx1fb8O_MsfQB_ODdTQg,4.1,751.0,2.0,"vegetarian,mideastern,mediterranean",1
41194745,ba__s4k4qx2bd60_RwoRrg,3.5,107.0,2.0,chinese,0
41194925,E32NyTGVKNy6_pQsgGDvaA,4.3,111.0,2.0,bakeries,1
41195033,vxZnmKDBsGZBW5pRSGsMQQ,3.1,84.0,1.0,"japanese,hotdogs",0
41195053,EqhTLNZ6pjg8HuNq36zbCg,2.8,45.0,1.0,"seafoodmarkets,seafood",0
41195691,oexDsgqmXc9Qe3fy3uYx7g,3.6,804.0,2.0,"italian,wine_bars,venues",0
41195733,V6xlMNLFTsxB4W0VVcRK_Q,3.2,4507.0,2.0,cocktailbars,0
41196158,Hc0p6xWxJthMZIlckFzgZA,3.5,258.0,2.0,"italian,pizza,wine_bars",0
41196536,u_4MGiw08uhmXlbCeSTwdA,2.6,86.0,2.0,coffee,0
41196542,9geyoUfHITKKeoWETxKqVg,2.7,82.0,1.0,coffee,0
41196869,sIj4V3nlo5vwrwpN7BSE7g,3.9,211.0,2.0,"pizza,sandwiches",0
41197195,W8RT3tQO7Pr_jp3bM7YLKw,3.9,120.0,0.0,"movietheaters,bars",0
41197199,RpBo2Vkb9IVLlNnsQqBUNg,4.0,424.0,0.0,"movietheaters,bars",1
41197215,NMm7eeQoXwzGfAGFuCAteA,3.5,920.0,2.0,"movietheaters,bars",0
41197487,,,,,,0
41197540,iTKPXxwIFzWqUXaL5sIsWA,3.6,25.0,1.0,"mediterranean,bakeries",0
41198297,66x78I9gNIAFkm8kL-ZCtw,3.0,4.0,0.0,televisionstations,0
41198338,FCqKzOUM6DAxjU_xkXdhzg,4.1,551.0,2.0,"burgers,bars",1
41198352,Pikhqmsy370W2BXHnNfP0g,4.4,145.0,1.0,mexican,1
41198518,w83h9sA6mnNEGHMu_Wm67Q,4.1,274.0,2.0,lounges,1
41198981,yqU1-chsjix3T4EMY2MyxA,3.9,227.0,1.0,"mexican,sportsbars",0
41199571,m3UPWf08TA6XbJcfC9QbPQ,4.0,277.0,2.0,"jazzandblues,cocktailbars,tradamerican",1
41200490,xydPj_xtAqlIEz4q8RFNUw,4.1,120.0,2.0,bars,1
41200936,-m6RCdKiS5fC0wkZJHe2xg,2.8,342.0,0.0,movietheaters,0
41201799,wKjv2DVTtfvHu-DJoWtatg,2.7,164.0,2.0,"mexican,hotdogs",0
41201903,431U5dEbFQsp0esrYhdGfg,3.4,69.0,2.0,chinese,0
41202176,6g2gvdhq4X8z4i98Rnv7JA,3.8,419.0,3.0,"tradamerican,steak,burgers",0
41202218,MOo6fMxpU1EmlGz-BxnZBg,3.6,5.0,0.0,"bars,newamerican",0
41202349,UsDeDLDJzYp91t6akkueqw,3.8,253.0,2.0,"delis,sandwiches,bakeries",0
41202725,a3YgdJ6wO-O4bCr2e9ta7A,3.0,20.0,1.0,"donuts,coffee",0
41202797,AfDdPCfFDmN2Idgr1HHqNw,4.2,227.0,2.0,bars,1
41203218,16ZnHpuaaBt92XWeJHCC5A,4.5,7353.0,3.0,"pizza,italian,cocktailbars",1
41203328,rJykaXruyf71pzjc8sgLwQ,3.8,12.0,1.0,"donuts,coffee",0
41204031,Gi8HGtzVrxTg02IBXpSClw,3.5,581.0,2.0,turkish,0
41204246,a67cMGtuSVzNkW7um6oDKQ,3.3,9.0,0.0,"bakeries,desserts,breakfast_brunch",0
41204498,16ZnHpuaaBt92XWeJHCC5A,4.5,7353.0,3.0,"pizza,italian,cocktailbars",1
41204508,kMljfja7weqfl_lzspjzHA,3.7,920.0,3.0,"breakfast_brunch,french,newamerican",0
41204715,n5biGIVJ_qe2dVytvXIrYA,2.2,41.0,1.0,"hotdogs,burgers",0
41204887,6LGN0qsZ2n-P6cH916Kfig,4.2,16.0,0.0,"caribbean,bars,salad",1
41204905,OMp-wasWFsrOo6MYX2zw6Q,3.6,628.0,2.0,"breakfast_brunch,cocktailbars,tapasmallplates",0
41204966,bOHWY14f1u8rR1t2ggmbYw,3.8,536.0,2.0,"bars,belgian",0
41205254,BwbYpXk1FPPCywXErgiVpg,2.8,6.0,2.0,"donuts,coffee,bagels",0
41205293,IH7e-EMQRr7_95YW9pwfaQ,4.1,30.0,1.0,bakeries,1
41205309,q0HBfS9eJ9AeuaWQ3Ronqw,4.1,213.0,2.0,"pizza,italian",1
41205634,etxqMj9sYEzh4qkKY0jvCQ,0.0,0.0,0.0,catering,0
41206006,7C3fDPxeP0KgyBob1N4W7Q,3.8,32.0,2.0,"tradamerican,bbq",0
41206802,7cSbonlfZ1_2DYewZme6Rw,3.7,166.0,2.0,bakeries,0
41207137,6CSyG4P-5vicgPIzfXHK7Q,4.2,270.0,2.0,"greek,mediterranean",1
41207173,62-va1gLwYQo15Svb6ykPg,2.8,583.0,2.0,"bars,newamerican,breakfast_brunch",0
41207574,iV5yy8EbjsPoYWtjRhB61Q,4.2,184.0,3.0,"italian,wine_bars",1
41207580,yAGFouMcjdjaZCKME87vSQ,3.2,146.0,2.0,"peruvian,latin",0
41208011,BwbYpXk1FPPCywXErgiVpg,2.8,6.0,2.0,"donuts,coffee,bagels",0
41208221,kLguDEHrrhsalSVLo-zgfQ,2.2,11.0,1.0,"coffee,donuts",0
41208272,B8Fkcus0k4IdcIwdj2vXAw,3.5,118.0,2.0,sushi,0
41209002,01eI6pT0doZiu0nm-Gl7RA,3.9,640.0,2.0,"pizza,italian",0
41209159,ynR4-QgEOsE7VhNfIWo73w,4.8,178.0,4.0,japanese,1
41209948,1pMep2AS_MPdobWwDzgkPw,4.3,318.0,2.0,"pubs,beergardens,beerbar",1
41210127,NA_p2AH5RSBV314bklZn_g,3.6,538.0,2.0,pubs,0
41210181,RiX6NRzy5BWTlLv18qJk-A,3.0,2.0,0.0,coffee,0
41210712,BwbYpXk1FPPCywXErgiVpg,2.8,6.0,2.0,"donuts,coffee,bagels",0
41210953,2iqsjuh8Mpm_3p6s-G9zkQ,4.4,806.0,2.0,mexican,1
41211538,TYKqS9eoC4xiixTNP_xsMQ,3.6,2007.0,4.0,"steak,newamerican,cocktailbars",0
41211622,fCNS-055hWJUp2oT4MJPUA,2.2,68.0,1.0,"hotdogs,burgers,coffee",0
